HashFunction,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
22f2ab3de4cab250e93b5453b1df1748545227e074da50e705e1210166384118,4,0,0,1,2,0,3,4,1,2,4,0,0,1,2,0,3,4,1,2
ba4c71895e97e395af4cfff4f841b75d321f3ef5c349fbdf246de0936a9ae1c4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
474e4a9a17aec38502b6f68c746f94b93d6668b2904b8a19b23cfd5640b15c49,0,0,45,0,30,0,30,0,14,27,0,15,15,0,30,0,42,0,15,0
79a206768f185ab88146569ed2abe80c8a85531e20627e188901a62787b882f2,17,95,101,79,76,55,84,78,77,51,24,82,72,73,73,56,69,28,0,0
74b68de9292f68bea3380892a9c2c4292efcea4709a765b6e04dd70e033a9507,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
33a9fedc79c69e24985b29ff8c3ac09edb7ec5985ebd55f8da166d79a2903bdc,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
93f160515480ef532545f4458dc2b37b9762028d784d0148e4d2619afe41c08d,1,2,3,1,3,1,2,2,3,2,1,2,2,3,1,0,0,0,0,2
4c6b0c5b477a16fbf1512e7ef8c0ccf84a2e28056ec558b73f59579c9e446fb9,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
bff4e06c2b89ab6f2174a2f1b8acbf43ca8f22d90be4fb965b1f28e02c4cec04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8f0526be3e25e4d5f851b9e2f68b29b3b2033bfc5d8211c997d91a89c38cce0c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fabf5e92d6b6f93f883c984f4498b28c83cc6b3a4b0cface230668596cfeab94,2,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,2,0,1,1
3f79948bc2a848f70bb924e67e15b2abb36622817eeba232713739ba6ede4394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0e2aa176f0fd8d6ea28473bc5c62088894910cb0f49aedb0cae4032b9ead69a5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
c863e1fc366f040b440ec14ee17564c4f6610c58ff0eca84b095289620af67c9,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
82083dca1b6723a55c101dbf551610abfed77bc185177d6199a85932ef2a71b0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
d52c5a7745074a42f66acf3a99d438a8d64697ba40220169763a46591bad5589,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
023b81d30303f50e268743f15d33a11779e7b74083d42589a8812658dc19fc26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6b1fad6c34edddb56ea601fa83191b47d99a2e4716fb0735add23dc366e27fb8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
0c6dcfd99a087705f31151441c8c6e4330c4b8ae0ff6d756913991c3d95552d2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
